0,85.2209
0.0048,69.43
0.0096,66.1027
0.0144,65.7931
0.0192,65.8655
0.0288,65.9101
0.0384,65.9458
0.0576,66.0264
0.0768,66.1068
0.096,66.1859
0.1344,66.3457
0.1728,66.5086
0.2112,66.6754
0.2496,66.8461
0.3264,67.2025
0.4032,67.5731
0.48,67.9573
0.5568,68.3556
0.6336,68.7697
0.7104,69.2004
0.7872,69.6488
0.864,70.1158
0.9024,70.3539
0.9408,70.597
0.9792,70.8453
1.056,71.3639
1.0944,71.6285
1.1328,71.8989
1.1712,72.1754
1.2096,72.458
1.248,72.7468
1.3248,73.3521
1.3632,73.6615
1.4016,73.9781
1.44,74.3022
1.4784,74.6341
1.5168,74.9739
1.5552,75.3222
1.5936,75.679
1.6704,76.4299
1.7472,77.221
1.824,78.0551
1.9008,78.936
1.9392,79.3882
1.9776,79.8532
2.016,80.3313
2.0544,80.8229
2.0736,81.0722
2.112,81.5854
2.1312,81.8457
2.1696,82.3817
2.1888,82.6538
2.2272,83.214
2.2656,83.7918
2.304,84.3876
2.3424,85.0038
2.3616,85.3184
2.3712,85.4801
2.3808,85.6601
2.3856,85.7581
2.3904,85.8718
2.3952,86.0296
2.4,86.346
2.4048,86.7167
2.4096,86.9773
2.4144,87.109
2.424,87.2112
2.4432,87.2862
2.4816,87.2127
2.5584,86.8922
2.712,86.2865
2.8656,85.6316
2.9424,85.1856
3.0192,84.7388
3.096,84.2542
3.1728,83.7053
3.2496,83.0645
3.3264,82.2553
3.4032,81.1189
3.48,78.5975
3.5568,69.531
3.576,69.5115
3.5856,72.321
3.5952,78.9679
3.6,83.0778
3.6006,83.6482
3.6009,83.9691
3.600937,84.0156
3.601012,84.1032
3.601087,84.1837
3.601237,84.3432
3.601537,84.6879
3.602137,85.4006
3.603337,86.5408
3.604537,87.3401
3.605737,87.7672
3.606937,87.8252
3.609337,87.4463
3.614137,87.1512
3.623737,87.1119
3.642937,87.0082
3.662137,86.8677
3.681337,86.693
3.719737,86.3221
3.758137,85.8888
3.796537,85.3688
3.834937,84.6771
3.873337,76.5533
3.911737,72.9504
3.921337,72.669
3.930937,75.6888
3.940537,82.581
3.942937,84.632
3.943537,85.1727
3.943612,85.2409
3.94365,85.2751
3.943725,85.3439
3.9438,85.413
3.94395,85.5527
3.94425,85.8378
3.94485,86.3796
3.94605,87.1549
3.94725,87.6077
3.94845,87.7477
3.94965,87.6361
3.95205,87.2535
3.95685,87.033
3.96645,86.9935
3.98565,86.8364
4.00485,86.6545
4.04325,86.2602
4.08165,85.7947
4.12005,85.1973
4.15845,84.2252
4.16325,83.981
4.16805,83.2424
4.17285,81.7264
4.17765,79.6365
4.18245,77.3077
4.19205,73.3031
4.20165,70.5644
4.21125,69.197
4.22085,69.634
4.23045,71.8407
4.24005,76.1923
4.24485,79.0087
4.24965,82.5666
4.25445,85.862
4.25505,86.2981
4.25535,86.5206
4.255369,86.536
4.255406,86.5681
4.255444,86.5986
4.255519,86.6549
4.255669,86.7648
4.255969,86.9773
4.256569,87.2985
4.257769,87.5234
4.258969,87.4348
4.260169,87.1983
4.262569,86.8573
4.267369,86.7675
4.276969,86.741
4.296169,86.5712
4.315369,86.3841
4.353769,85.9767
4.392169,85.4824
4.430569,84.8319
4.449769,84.3059
4.459369,83.8716
4.468969,80.923
4.478569,76.9465
4.488169,73.2526
4.497769,70.4779
4.507369,68.8266
4.516969,68.4619
4.526569,70.1107
4.536169,73.5212
4.545769,80.1169
4.550569,83.9986
4.552969,85.956
4.553269,86.2207
4.553344,86.2842
4.553419,86.3463
4.553569,86.4705
4.553869,86.7187
4.554469,87.1414
4.555669,87.5373
4.556869,87.5522
4.559269,87.1526
4.561669,86.887
4.566469,86.8307
4.576069,86.8033
4.595269,86.6388
4.633669,86.2835
4.672069,85.8751
4.710469,85.3896
4.748869,84.7659
4.787269,83.666
4.825669,74.588
4.864069,71.729
4.868869,71.5324
4.873669,71.6817
4.878469,72.3458
4.883269,73.4743
4.888069,75.1169
4.892869,77.3948
